code,name,description,material,size,fragm,cultlayer,image_file,group_key,is_mask,part_extracted,part_norm,name_norm,name_is_uncertain,name_is_missing,material_norm,material_is_missing,split
БП12-Г01-4903,Блюдце,Блюдца фаянсового с черной росписью донца фр-т,Фаянс,Д12 см,Фрагмент,Горизонт 1/ серый суглинок со щепой,dataset\БП12-Г01-4903_orig.jpg,БП12-Г01-4903,False,донце,донце,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г01-5688,Тарелка,Тарелки фаянсовой с полихромной росписью и рельефным краем,Фаянс,"Д22-13; высота 3,5 см",Фрагмент,"Горизонт 1/ черная супесь, щепа, кирпичи",dataset\БП12-Г01-5688_orig.jpg,БП12-Г01-5688,False,,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г01-5772,Крышка,Сосуда серолощеного крышки края фр-т,Серолощеная керамика,Д13 см,Фрагмент,Горизонт 1/ темно-коричневая гумусированная супесь с кирпичной крошкой,dataset\БП12-Г01-5772_orig.jpg,БП12-Г01-5772,False,крышка,крышка,Крышка,False,False,Керамика,False,train_inner
БП12-Г01-5843,Крышка,Сосуда фаянсового крышки с золотой каемкой и с полихромной росписью по синей поливе профиль,Фаянс,"Д8,5-7 см",Фрагмент,Горизонт 1/ темная гумусированная супесь с включением строительного мусора,dataset\БП12-Г01-5843_orig.jpg,БП12-Г01-5843,False,профиль,профиль,Крышка,False,False,Фаянс,False,train_inner
БП12-Г01-5844,Тарелка,Тарелки фаянсовой с клеймом и инициалами донца фр-т,Фаянс,Д9 см,Фрагмент,Горизонт 1/ темная гумусированная супесь с включением строительного мусора,dataset\БП12-Г01-5844_orig.jpg,БП12-Г01-5844,False,донце,донце,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г01-5845,Тарелка,Тарелки фаянсовой с клеймом донца фр-т,Фаянс,Д10 см,Фрагмент,Горизонт 1/ темная гумусированная супесь с включением строительного мусора,dataset\БП12-Г01-5845_orig.jpg,БП12-Г01-5845,False,донце,донце,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г01-6186,Тарелка,Тарелки фаянсовой орнаментированной с черной росписью края рельефного фр-т,Фаянс,,Фрагмент,Горизонт 1/ гумусовая супесь со щепой,dataset\БП12-Г01-6186_orig.jpg,БП12-Г01-6186,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г01-6214,Крышка,Сосуда красноглиняного крышки ручки с белой поливой и кобальтовой росписью фр-т,Красноглиняная керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6214_orig.jpg,БП12-Г01-6214,False,ручка,ручка,Крышка,False,False,Керамика,False,train_inner
БП12-Г01-6336,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи и голубой каемкой края фр-т,Фаянс,Д23 см,Фрагмент,Горизонт 1/ мешаная серая супесь с кирпичной крошкой,dataset\БП12-Г01-6336_orig.jpg,БП12-Г01-6336,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г01-6521,Блюдце,Блюдца фарфорового с полихромной росписью и золотой окантовкой профиль,Фарфор,"Д17-9;  высота 2,5 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6521_orig.jpg,БП12-Г01-6521,False,профиль,профиль,Блюдце,False,False,Фарфор,False,train_inner
БП12-Г01-6522,Блюдце,Блюдца фаянсового с красной окантовкой по краю профиль,Фаянс,"Д8-6; высота 0,8 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6522_orig.jpg,БП12-Г01-6522,False,профиль,профиль,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г01-6523,Блюдце,Блюдце фаянсовое с зеленой росписью,Фаянс,"Д14-6; высота 2,5 см",Целый,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6523_orig.jpg,БП12-Г01-6523,False,,целый_предмет,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г01-6524,Блюдце,Блюдца фаянсового профиль,Фаянс,"Д14-7,5 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6524_orig.jpg,БП12-Г01-6524,False,профиль,профиль,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г01-6525,Блюдце,Блюдце фарфоровое с клеймом и золотой росписью фрагментированное,Фарфор,Д14-8; высота 3 см,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6525_orig.jpg,БП12-Г01-6525,False,общий_фрагмент,общий_фрагмент,Блюдце,False,False,Фарфор,False,train_inner
БП12-Г01-6538,Крышка,Сосуда фаянсового крышка,Фаянс,Д5; высота 2 см,Целый,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6538_orig.jpg,БП12-Г01-6538,False,крышка,целый_предмет,Крышка,False,False,Фаянс,False,train_inner
БП12-Г01-6540,Тарелка,Тарелка фаянсовая с белой и кобальтовой поливой фрагментированная,Фаянс,"Д25-13,5; высота 3,5 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6540_orig.jpg,БП12-Г01-6540,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г01-6560,Крышка,Сосуда фаянсового с желтой и темно-коричневой поливой снаружи и желтой внутри крышки фр-т,Фаянс,Д12 см,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-6560_orig.jpg,БП12-Г01-6560,False,крышка,крышка,Крышка,False,False,Фаянс,False,train_inner
БП12-Г01-6940,Игрушка,Игрушки резиновой фр-т,Резина,длина 8+ см,Фрагмент,Горизонт 1/ темная гумусированная супесь со щепой и кирпичной крошкой,dataset\БП12-Г01-6940_orig.jpg,БП12-Г01-6940,False,общий_фрагмент,общий_фрагмент,Игрушка,False,False,Прочее,False,train_inner
БП12-Г01-7005,Блюдце,Блюдца фарфорового с красной каемкой профиль,Фарфор,Д14-8; высота 3 см,Фрагмент,Горизонт 1/ темная гумусированная супесь со щепой и кирпичной крошкой,dataset\БП12-Г01-7005_orig.jpg,БП12-Г01-7005,False,профиль,профиль,Блюдце,False,False,Фарфор,False,train_inner
БП12-Г01-7058,Изразец,Изразец красноглиняный плоский с зеленой поливой фрагментированный,Керамика,"21,5х11х5,4+ см",Фрагмент,Горизонт 1/ гумусированная супесь с кирпичной крошкой,dataset\БП12-Г01-7058_orig.jpg,БП12-Г01-7058,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г01-7079,Игрушка,Игрушка белоглиняная с коричневой росписью фрагментированная,Белоглиняная керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-7079_orig.jpg,БП12-Г01-7079,False,общий_фрагмент,общий_фрагмент,Игрушка,False,False,Керамика,False,train_inner
БП12-Г01-7210,Изразец,Изразца красноглиняного румпы пронумерованной фр-т,Керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-7210_orig.jpg,БП12-Г01-7210,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г01-7212,Изразец,Изразца красноглиняного декорированного фр-т,Керамика,,Фрагмент,Горизонт 1,dataset\БП12-Г01-7212_orig.jpg,БП12-Г01-7212,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г01-7213,Изразец,Изразца красноглиняного декорированного фр-т,Керамика,,Фрагмент,Горизонт 1,dataset\БП12-Г01-7213_orig.jpg,БП12-Г01-7213,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г01-7262,Крышка,Сосуда фаянсового крышка фрагментированная,Фаянс,"Д7,5-5 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-7262_orig.jpg,БП12-Г01-7262,False,крышка,крышка,Крышка,False,False,Фаянс,False,train_inner
БП12-Г01-7263,Крышка,Сосуда фаянсового крышка фрагментированная,Фаянс,"Д19,5-17,5 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-7263_orig.jpg,БП12-Г01-7263,False,крышка,крышка,Крышка,False,False,Фаянс,False,train_inner
БП12-Г01-7271,Миска,Миски деревянной профиль,Дерево,Д40 см,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-7271_orig.jpg,БП12-Г01-7271,False,профиль,профиль,Миска,False,False,Прочее,False,train_inner
БП12-Г01-7274,Крышка,Бочонка деревянного крышки со сквозным отверстием фр-т,Дерево,"Д15,5 см",Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-7274_orig.jpg,БП12-Г01-7274,False,крышка,крышка,Крышка,False,False,Прочее,False,train_inner
БП12-Г01-7742,Крышка,Сосуда красноглиняного крышки с ручкой фр-т,Красноглиняная керамика,Д5 см,Фрагмент,Горизонт 1/ серая мешаная гумусированная супесь,dataset\БП12-Г01-7742_orig.jpg,БП12-Г01-7742,False,ручка,ручка,Крышка,False,False,Керамика,False,train_inner
БП12-Г01-7754,Тарелка,Тарелки фарфоровой с полихромной росписью и клеймом донца фр-т,Фарфор,,Фрагмент,Горизонт 1/ серая мешаная гумусированная супесь,dataset\БП12-Г01-7754_orig.jpg,БП12-Г01-7754,False,донце,донце,Тарелка,False,False,Фарфор,False,train_inner
БП12-Г01-7762,Тарелка,Тарелка фаянсовая фрагментированная,Фаянс,"Д25,5-16 см",Фрагмент,Горизонт 1/ серая мешаная гумусированная супесь,dataset\БП12-Г01-7762_orig.jpg,БП12-Г01-7762,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г01-7977,Тарелка,Тарелки фаянсовой с кобальтовой росписью и с клеймом профиль,Фаянс,Д14-9; высота 3 см,Фрагмент,Горизонт 1/ черная супесь со щепой,dataset\БП12-Г01-7977_orig.jpg,БП12-Г01-7977,False,профиль,профиль,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г01-8799,Изразец,Изразца красноглиняного плоского орнаментированного фр-т,Керамика,,Фрагмент,Горизонт 1/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г01-8799_orig.jpg,БП12-Г01-8799,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г01-8837,Изразец,Изразца красноглиняного изогнутого орнаментированного профиль,Керамика,20+х30х13+ см,Фрагмент,Горизонт 1,dataset\БП12-Г01-8837_orig.jpg,БП12-Г01-8837,False,профиль,профиль,Изразец,False,False,Керамика,False,train_inner
БП12-Г01-8844,Изразец,Изразца красноглиняного орнаментированного фр-т,Керамика,"44+х9,5+х5,5+ см",Фрагмент,Горизонт 1/ строительный мусор,dataset\БП12-Г01-8844_orig.jpg,БП12-Г01-8844,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г02-1422,Миска,Миска светлоглиняная,Светлоглиняная керамика,"Д9,5-4,8; высота 3,6 см",Целый,Горизонт 2/ Слой погребенной почвы,dataset\БП12-Г02-1422_orig.jpg,БП12-Г02-1422,False,,целый_предмет,Миска,False,False,Керамика,False,train_inner
БП12-Г02-1735,Миска,Миски красноглиняной профиль,Красноглиняная керамика,Д15-13; высота 2  см,Фрагмент,Горизонт 2/ темная гумусированная супесь,dataset\БП12-Г02-1735_orig.jpg,БП12-Г02-1735,False,профиль,профиль,Миска,False,False,Керамика,False,train_inner
БП12-Г02-2655,Плитка,Плитки светлоглиняной с белой поливой и с кобальтовой росписью фр-т,Керамика,"5,5х4,5х0,8 см",Фрагмент,Горизонт 2/ Темная гумусированная супесь,dataset\БП12-Г02-2655_orig.jpg,БП12-Г02-2655,False,общий_фрагмент,общий_фрагмент,Плитка,False,False,Керамика,False,train_inner
БП12-Г02-2791,Изразец,Изразца красноглиняного с зеленой поливой румпы фр-т,Керамика,"высота 6,7+ см",Фрагмент,Горизонт 2/ Темная гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-2791_orig.jpg,БП12-Г02-2791,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г02-3656,Крышка,Сосуда фаянсового крышки с коричневой поливой снаружи края фр-т,Фаянс,Д12 см,Фрагмент,Горизонт 2/ Темно-коричневая гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-3656_orig.jpg,БП12-Г02-3656,False,крышка,крышка,Крышка,False,False,Фаянс,False,train_inner
БП12-Г02-3659,Блюдце,Блюдца фаянсового с росписью и с клеймом донца фр-т,Фаянс,Д9 см,Фрагмент,Горизонт 2/ Темно-коричневая гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-3659_orig.jpg,БП12-Г02-3659,False,донце,донце,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г02-3807,Тарелка,Тарелки красноглиняной с белым ангобом снаружи и коричневой и зеленой поливой внутри края фр-т,Красноглиняная керамика,Д33 см,Фрагмент,Горизонт 2/ Темная гумусированная супесь,dataset\БП12-Г02-3807_orig.jpg,БП12-Г02-3807,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Керамика,False,train_inner
БП12-Г02-3865,Изразец,Изразца красноглиняного с зеленой поливой фр-т,Керамика,"высота 11,2х11,3х8,5 см",Фрагмент,Горизонт 2/ Темная мешаная супесь с кирпичной крошкой,dataset\БП12-Г02-3865_orig.jpg,БП12-Г02-3865,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г02-3866,Изразец,Изразца красноглиняного плоского с белой поливой и клеймом фр-т,Керамика,"8,5х6,3х1,3 см",Фрагмент,Горизонт 2/ Темная мешаная супесь с кирпичной крошкой,dataset\БП12-Г02-3866_orig.jpg,БП12-Г02-3866,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
БП12-Г02-3927,Крышка,Сосуда красноглиняного с нагарос внутри крышки профиль,Красноглиняная керамика,Д27 см,Фрагмент,Горизонт 2/ темная гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-3927_orig.jpg,БП12-Г02-3927,False,профиль,профиль,Крышка,False,False,Керамика,False,train_inner
БП12-Г02-3983,Тарелка,Тарелки фаянсовой с полихромной росписью края фр-т,Фаянс,Д21 см,Фрагмент,Горизонт 2/ темная гумусированная супесь со щепой и кирпичной крошкой,dataset\БП12-Г02-3983_orig.jpg,БП12-Г02-3983,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г02-3984,Блюдце,Блюдца фаянсового с кобальтовой росписью и рельефными стенками и краем профиль,Фаянс,"Д13-6; высота 2,5  см",Фрагмент,Горизонт 2/ темная гумусированная супесь со щепой и кирпичной крошкой,dataset\БП12-Г02-3984_orig.jpg,БП12-Г02-3984,False,стенка,другое,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г02-4011,Тарелка,Тарелки красноглиняной с белой поливой внутри и снаружи и полихромной росписью профиль,Красноглиняная керамика,"Д23-12; высота 4,3 см",Фрагмент,Горизонт 2/ темная гумусированная супесь со щепой и кирпичной крошкой,dataset\БП12-Г02-4011_orig.jpg,БП12-Г02-4011,False,профиль,профиль,Тарелка,False,False,Керамика,False,train_inner
БП12-Г02-4183,Тарелка,Тарелки красноглиняной с желтой поливой внутри и следами коричневой снаружи края фр-т,Красноглиняная керамика,Д26 см,Фрагмент,Горизонт 2/ темная гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-4183_orig.jpg,БП12-Г02-4183,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Керамика,False,train_inner
БП12-Г02-4189,Блюдце,Блюдца фаянсового с полихромной росписью профиля фр-т,Фаянс,Д донца 9 см,Фрагмент,Горизонт 2/ темная гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-4189_orig.jpg,БП12-Г02-4189,False,профиль,профиль,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г02-4190,Тарелка,Тарелки фаянсовой с кобальтовой росписью и рельефным краем края фр-т,Фаянс,Д24 см,Фрагмент,Горизонт 2/ темная гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-4190_orig.jpg,БП12-Г02-4190,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г02-4257,Блюдце,Блюдца фаянсового с росписью края фр-т,Фаянс,Д14 см,Фрагмент,Горизонт 2/ Темная гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-4257_orig.jpg,БП12-Г02-4257,False,общий_фрагмент,общий_фрагмент,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г02-4270,Крышка,Сосуда красноглиняного крышки с зеленой поливой внутри и снаружи края фр-т,Красноглиняная керамика,,Фрагмент,Горизонт 2/ Темная гумусированная супесь с кирпичной крошкой,dataset\БП12-Г02-4270_orig.jpg,БП12-Г02-4270,False,крышка,крышка,Крышка,False,False,Керамика,False,train_inner
БП12-Г02-4540,Блюдце,Блюдца фарфорового с росписью профиль,Фарфор,Д14-9; высота 3 см,Фрагмент,Горизонт 2/ Темный гумусированный суглинок с щепой и органикой,dataset\БП12-Г02-4540_orig.jpg,БП12-Г02-4540,False,профиль,профиль,Блюдце,False,False,Фарфор,False,train_inner
БП12-Г02-4708,Крышка,Чайника фарфорового крышка фрагментированная,Фарфор,"Д5,5 см",Фрагмент,Горизонт 2/ Темная гумусированная супесь,dataset\БП12-Г02-4708_orig.jpg,БП12-Г02-4708,False,крышка,крышка,Крышка,False,False,Фарфор,False,train_inner
БП12-Г02-4758,Тарелка,Тарелки фаянсовой донца фр-т,Фаянс,,Фрагмент,Горизонт 2/ Темная гумусированная супесь,dataset\БП12-Г02-4758_orig.jpg,БП12-Г02-4758,False,донце,донце,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г02-5226,Тарелка,Тарелки фаянсовой края фр-т,Фаянс,Д23 см,Фрагмент,Горизонт 2/ темная гумусированная супесь,dataset\БП12-Г02-5226_orig.jpg,БП12-Г02-5226,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г02-5243,Блюдце,Блюдца фаянсового с кобальтовой росписью профиль,Фаянс,"Д13-6; высота 2,5 см",Фрагмент,Горизонт 2/ гумусированный суглинок с кирпичной крошкой,dataset\БП12-Г02-5243_orig.jpg,БП12-Г02-5243,False,профиль,профиль,Блюдце,False,False,Фаянс,False,train_inner
БП12-Г02-5276,Тарелка,Тарелки фаянсовой с росписью донца фр-т,Фаянс,,Фрагмент,Горизонт 2/ серая мешаная супесь. Перекоп,dataset\БП12-Г02-5276_orig.jpg,БП12-Г02-5276,False,донце,донце,Тарелка,False,False,Фаянс,False,train_inner
БП12-Г02-5372,Тарелка,Тарелки фаянсовой донца с клеймом фр-т,Фаянс,,Фрагмент,"Горизонт 2/ дерн, навоз",dataset\БП12-Г02-5372_orig.jpg,БП12-Г02-5372,False,донце,донце,Тарелка,False,False,Фаянс,False,train_inner
БП12-Т01-8069,Тарелка,Тарелки фаянсовой донца с клеймом фр-т,Фаянс,,Фрагмент,,dataset\БП12-Т01-8069_orig.jpg,БП12-Т01-8069,False,донце,донце,Тарелка,False,False,Фаянс,False,train_inner
БП12-Т01-8071,Блюдце,Блюдца-игрушки фаянсового с золотой окантовкой и полихромной росписью профиль,Фаянс,"Д7,5-4; высота 1,5 см",Фрагмент,,dataset\БП12-Т01-8071_orig.jpg,БП12-Т01-8071,False,профиль,профиль,Блюдце,False,False,Фаянс,False,train_inner
БП12-Т01-8073,Блюдце,Блюдца фаянсового с полихромной росписью донца фр-т,Фаянс,Д6 см,Фрагмент,,dataset\БП12-Т01-8073_orig.jpg,БП12-Т01-8073,False,донце,донце,Блюдце,False,False,Фаянс,False,train_inner
БП12-Т01-8074,Блюдце,Блюдца фаянсового с кобальтовой росписью и рельефными стенками донца фр-т,Фаянс,Д9 см,Фрагмент,,dataset\БП12-Т01-8074_orig.jpg,БП12-Т01-8074,False,донце,донце,Блюдце,False,False,Фаянс,False,train_inner
БП12-Т02-7986,Крышка,Сосуда фаянсового крышка,Фаянс,"Д6,8 см",Целый,,dataset\БП12-Т02-7986_orig.jpg,БП12-Т02-7986,False,крышка,целый_предмет,Крышка,False,False,Фаянс,False,train_inner
Заг11-ш01-Г02-067,Изразец,Изразца (карниз) красноглиняного с белой поливой и полихромной росписью фр-т,Керамика,,Фрагмент,Гориз.2,dataset\Заг11-ш01-Г02-067_orig.jpg,Заг11-ш01-Г02-067,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
Заг11-ш01-Г02-068,Изразец,Изразца (перемычка) красноглиняного с белой поливой и кобальтовой росписью фр-т,Керамика,,Фрагмент,Гориз.2,dataset\Заг11-ш01-Г02-068_orig.jpg,Заг11-ш01-Г02-068,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
Заг11-ш01-Г03-145,Изразец,Изразца (перемычка) красноглиняного с белой поливой и кобальтовой росписью фр-т,Керамика,,Фрагмент,Гориз.3,dataset\Заг11-ш01-Г03-145_orig.jpg,Заг11-ш01-Г03-145,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
Заг11-ш02-Г02-242,Изразец,Изразца красноглиняного с белой поливой и кобальтовой росписью фр-т,Керамика,,Фрагмент,Гориз.2,dataset\Заг11-ш02-Г02-242_orig.jpg,Заг11-ш02-Г02-242,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
Заг11-ш02-Г02-246,Тарелка,Тарелки красноглиняной с желто-зеленой росписью поливой внутри и белой краской снаружи донца фр-т,Керамика,Д=14 см,Фрагмент,Гориз.2,dataset\Заг11-ш02-Г02-246_orig.jpg,Заг11-ш02-Г02-246,False,донце,донце,Тарелка,False,False,Керамика,False,train_inner
Заг11-ш02-Г04-279,Изразец,Изразца красноглиняного плоского углового с белой поливой и кобальтовой росписью фр-т,Керамика,,Фрагмент,Гориз.4,dataset\Заг11-ш02-Г04-279_orig.jpg,Заг11-ш02-Г04-279,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Керамика,False,train_inner
КБ-2014-Р1-0320,Тарелка,Тарелки фаянсовой с голубым растительным рисунком края фрагмент,Фаянс,D 27 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,dataset\КБ-2014-Р1-0320_orig.jpg,КБ-2014-Р1-0320,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
КБ-2014-Р1-0378,Тарелка,Тарелки фарфоровой с золотой каймой по краю и изображением герба РИ (двуглавый орел),Фарфор,D 26 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,dataset\КБ-2014-Р1-0378_orig.jpg,КБ-2014-Р1-0378,False,,общий_фрагмент,Тарелка,False,False,Фарфор,False,train_inner
КБ-2014-Р1-0400,Блюдце,Блюдца фарфорового с коричневым пейзажным рисунком внутри края фрагмент,Фарфор,D 15 см,Фрагмент,Мешаный серый суглинок/ гориз.1,dataset\КБ-2014-Р1-0400_orig.jpg,КБ-2014-Р1-0400,False,общий_фрагмент,общий_фрагмент,Блюдце,False,False,Фарфор,False,train_inner
КБ-2014-Р1-0427,Блюдце,Блюдца фарфорового с синим растительным рисунком и золотой окантовкой фрагмент,Фарфор,D 14 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,dataset\КБ-2014-Р1-0427_orig.jpg,КБ-2014-Р1-0427,False,общий_фрагмент,общий_фрагмент,Блюдце,False,False,Фарфор,False,train_inner
КБ-2014-Р1-0446,Блюдце,"Блюдца фарфорового с клеймом на дне ""завода  С.Т. Кузнецова в Риге"" фрагмент",Фарфор,D 9 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,dataset\КБ-2014-Р1-0446_orig.jpg,КБ-2014-Р1-0446,False,общий_фрагмент,общий_фрагмент,Блюдце,False,False,Фарфор,False,train_inner
КБ-2014-Р1-0547,Игрушка,Игрушки фаянсовой солдатика с зеленой росписью пуговицы синего цвета (нет головы и ног),Фаянс,6 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,dataset\КБ-2014-Р1-0547_orig.jpg,КБ-2014-Р1-0547,False,,общий_фрагмент,Игрушка,False,False,Фаянс,False,train_inner
КБ-2014-Р1-0718,Тарелка,Тарелки фаянсовой с подглазурным клеймом (не читается) фрагмент,Фаянс,D 13 см,Фрагмент,Заполнение,dataset\КБ-2014-Р1-0718_orig.jpg,КБ-2014-Р1-0718,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
КБ-2014-Р1-1032,Блюдце,"Блюдца фарфорового с геометрическим рисунком и бордовыми полосами по кругу клеймом на дне и вдавленной буквой ""И""  фрагмент",Фарфор,D 8 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,dataset\КБ-2014-Р1-1032_orig.jpg,КБ-2014-Р1-1032,False,общий_фрагмент,общий_фрагмент,Блюдце,False,False,Фарфор,False,train_inner
КБ-2014-Р1-1033,Тарелка,"Тарелки фарфоровой с клеймом на дне ""братьев Корниловых въ Петербург"" придонной части фрагмент",Фарфор,6х4 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,dataset\КБ-2014-Р1-1033_orig.jpg,КБ-2014-Р1-1033,False,придонная_часть,придонная_часть,Тарелка,False,False,Фарфор,False,train_inner
КБ-2014-Р1-1101,Тарелка,"Тарелки фаянсовой с клеймом на дне ""им.М.И.КАЛИНИНА  Н.К.М.П. Р.С.Ф.С.Р. Дна фрагмент",Фаянс,"D 11,5 см",Фрагмент,,dataset\КБ-2014-Р1-1101_orig.jpg,КБ-2014-Р1-1101,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фаянс,False,train_inner
КБ-2014-Р1-1299,Тарелка,"Тарелки фарфоровой с клеймом на дне ""…LLEROY…CH"" и вдавленная ""3"" фрагмент",Фарфор,D 23 см,Фрагмент,Под уровнем известняка,dataset\КБ-2014-Р1-1299_orig.jpg,КБ-2014-Р1-1299,False,общий_фрагмент,общий_фрагмент,Тарелка,False,False,Фарфор,False,train_inner
КБ-2014-Р1-1388,Тарелка,"Тарелки фарфоровой с синим цветочным рисунком внутри придонной части фрагмент клеймо снаружи вдавлено ""Мeissen…2 1/2""  подглазурно синим ""Meissen…39""",Фарфор,D 13 см,Фрагмент,Техногенный слой/ гориз.1,dataset\КБ-2014-Р1-1388_orig.jpg,КБ-2014-Р1-1388,False,придонная_часть,придонная_часть,Тарелка,False,False,Фарфор,False,train_inner
КБ-2014-Р1-1464,Изразец,"Изразца красноглиняного с белой поливой   с клеймом внутри ""…ПОСПЪЕВ…""лицевой пластины фрагмент",Глина,10х7 см,Фрагмент,,dataset\КБ-2014-Р1-1464_orig.jpg,КБ-2014-Р1-1464,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Глина,False,train_inner
КБ-2014-Р1-1489,Изразец,Изразца красноглиняного с белой поливой лицевой пластины фрагмент,Глина,16х10х7 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,dataset\КБ-2014-Р1-1489_orig.jpg,КБ-2014-Р1-1489,False,общий_фрагмент,общий_фрагмент,Изразец,False,False,Глина,False,train_inner
